shift_id,store_id,employee_id,date,hours_worked,role
SH000149,S01,S01-E04,2025-05-17,7.4,stock
SH000311,S01,S01-E08,2025-05-16,5.7,manager
SH000704,S02,S02-E08,2025-05-17,7.3,stock
SH000932,S03,S03-E04,2025-04-14,7.6,manager
SH000680,S02,S02-E08,2025-04-10,5.1,stock
SH000344,S01,S01-E09,2025-05-10,6.6,manager
SH000198,S01,S01-E05,2025-05-26,6.6,cashier
SH000937,S03,S03-E04,2025-04-19,6.6,manager
SH000346,S01,S01-E09,2025-05-12,7.7,manager
SH001385,S04,S04-E05,2025-05-25,6.7,stock
SH001309,S04,S04-E03,2025-05-06,7.2,manager
SH000074,S01,S01-E02,2025-05-21,5.1,cashier
SH001877,S05,S05-E08,2025-05-31,8.2,stock
SH001934,S05,S05-E10,2025-05-01,5.9,stock
SH000454,S02,S02-E02,2025-05-11,5.0,manager
SH001704,S05,S05-E04,2025-05-11,7.6,cashier
SH001561,S04,S04-E10,2025-06-01,8.8,stock
SH001461,S04,S04-E08,2025-04-16,6.6,stock
SH000975,S03,S03-E05,2025-04-17,5.7,stock
SH000429,S02,S02-E01,2025-05-31,4.5,manager
SH000384,S01,S01-E10,2025-05-28,6.0,stock
SH001261,S04,S04-E02,2025-04-21,7.3,manager
SH001499,S04,S04-E09,2025-04-21,6.1,cashier
SH000308,S01,S01-E08,2025-05-09,4.6,manager
SH000448,S02,S02-E02,2025-05-03,6.4,manager
SH001925,S05,S05-E10,2025-04-21,7.6,stock
SH001393,S04,S04-E06,2025-04-14,9.0,stock
SH000397,S02,S02-E01,2025-04-18,8.2,manager
SH001295,S04,S04-E03,2025-04-17,5.0,manager
SH000073,S01,S01-E02,2025-05-19,7.2,cashier
SH001299,S04,S04-E03,2025-04-22,8.1,manager
SH001782,S05,S05-E06,2025-05-09,8.3,manager
SH000585,S02,S02-E05,2025-05-21,5.5,cashier
SH001013,S03,S03-E06,2025-04-10,7.0,stock
SH000439,S02,S02-E02,2025-04-21,7.1,manager
SH000080,S01,S01-E02,2025-05-29,7.4,cashier
SH000302,S01,S01-E08,2025-05-01,7.4,manager
SH000256,S01,S01-E07,2025-04-23,7.3,stock
SH000343,S01,S01-E09,2025-05-08,5.3,manager
SH001038,S03,S03-E06,2025-05-14,7.8,stock
SH001036,S03,S03-E06,2025-05-12,5.8,stock
SH001858,S05,S05-E08,2025-05-03,5.6,stock
SH001369,S04,S04-E05,2025-04-27,4.8,stock
SH000062,S01,S01-E02,2025-05-04,8.5,cashier
SH001378,S04,S04-E05,2025-05-08,5.1,stock
SH001512,S04,S04-E09,2025-05-19,5.8,cashier
SH000816,S03,S03-E01,2025-05-04,6.8,manager
SH000707,S02,S02-E08,2025-05-20,7.7,stock
SH000121,S01,S01-E04,2025-04-08,7.1,stock
SH000400,S02,S02-E01,2025-04-23,7.4,manager
SH000122,S01,S01-E04,2025-04-09,7.2,stock
SH000055,S01,S01-E02,2025-04-25,6.5,cashier
SH000931,S03,S03-E04,2025-04-13,7.6,manager
SH001403,S04,S04-E06,2025-04-28,8.3,stock
SH001177,S03,S03-E10,2025-04-17,7.3,cashier
SH000493,S02,S02-E03,2025-05-06,6.8,cashier
SH000658,S02,S02-E07,2025-05-11,6.2,cashier
SH000181,S01,S01-E05,2025-05-01,5.9,cashier
SH000806,S03,S03-E01,2025-04-22,8.3,manager
SH001336,S04,S04-E04,2025-04-25,7.9,stock
SH001826,S05,S05-E07,2025-05-17,7.8,stock
SH001655,S05,S05-E03,2025-05-02,8.4,cashier
SH001801,S05,S05-E07,2025-04-09,9.3,stock
SH000170,S01,S01-E05,2025-04-18,8.8,cashier
SH001664,S05,S05-E03,2025-05-12,7.1,cashier
SH000054,S01,S01-E02,2025-04-24,6.9,cashier
SH000530,S02,S02-E04,2025-04-26,6.6,cashier
SH000587,S02,S02-E05,2025-05-23,6.6,cashier
SH000825,S03,S03-E01,2025-05-15,5.8,manager
SH000132,S01,S01-E04,2025-04-22,6.2,stock
SH000495,S02,S02-E03,2025-05-08,5.0,cashier
SH001773,S05,S05-E06,2025-04-30,6.9,manager
SH001434,S04,S04-E07,2025-04-27,7.6,stock
SH000155,S01,S01-E04,2025-05-25,7.3,stock
SH001466,S04,S04-E08,2025-04-27,6.1,stock
SH001524,S04,S04-E10,2025-04-09,7.1,stock
SH001047,S03,S03-E06,2025-05-26,7.4,stock
SH001050,S03,S03-E06,2025-05-29,8.1,stock
SH000037,S01,S01-E01,2025-05-27,7.8,stock
SH001953,S05,S05-E10,2025-05-28,5.9,stock
SH000212,S01,S01-E06,2025-04-19,5.8,stock
SH001888,S05,S05-E09,2025-04-22,5.3,cashier
SH000428,S02,S02-E01,2025-05-30,7.5,manager
SH001725,S05,S05-E05,2025-04-13,5.7,cashier
SH000101,S01,S01-E03,2025-05-07,7.1,stock
SH001962,S03,S03-TEMP01,2025-05-11,6.1,temp
SH001513,S04,S04-E09,2025-05-20,7.0,cashier
SH000602,S02,S02-E06,2025-04-19,7.4,stock
SH000906,S03,S03-E03,2025-05-07,7.5,stock
SH001328,S04,S04-E04,2025-04-13,9.8,stock
SH001337,S04,S04-E04,2025-04-26,7.4,stock
SH001506,S04,S04-E09,2025-05-04,6.5,cashier
SH000737,S02,S02-E09,2025-05-01,4.4,cashier
SH001710,S05,S05-E04,2025-05-22,7.3,cashier
SH001147,S03,S03-E09,2025-04-23,6.0,cashier
SH001649,S05,S05-E03,2025-04-24,5.9,cashier
SH000907,S03,S03-E03,2025-05-09,7.7,stock
SH001645,S05,S05-E03,2025-04-17,7.1,cashier
SH001199,S03,S03-E10,2025-05-14,7.6,cashier
SH000780,S02,S02-E10,2025-05-12,7.6,stock
SH000779,S02,S02-E10,2025-05-11,6.3,stock
SH000369,S01,S01-E10,2025-05-03,6.7,stock
SH000997,S03,S03-E05,2025-05-12,8.5,stock
SH001647,S05,S05-E03,2025-04-21,5.7,cashier
SH001642,S05,S05-E03,2025-04-12,5.8,cashier
SH000532,S02,S02-E04,2025-04-28,6.6,cashier
SH001883,S05,S05-E09,2025-04-13,6.5,cashier
SH000043,S01,S01-E02,2025-04-08,5.6,cashier
SH001107,S03,S03-E08,2025-04-19,6.0,cashier
SH001246,S04,S04-E01,2025-05-28,7.9,cashier
SH001431,S04,S04-E07,2025-04-22,6.3,stock
SH000758,S02,S02-E09,2025-05-31,6.0,cashier
SH001075,S03,S03-E07,2025-05-06,8.4,cashier
SH001079,S03,S03-E07,2025-05-10,8.0,cashier
SH001580,S05,S05-E01,2025-05-01,4.9,cashier
SH000792,S02,S02-E10,2025-05-31,5.7,stock
SH001134,S03,S03-E08,2025-05-30,7.6,cashier
SH001401,S04,S04-E06,2025-04-24,7.8,stock
SH000127,S01,S01-E04,2025-04-15,6.9,stock
SH001444,S04,S04-E07,2025-05-19,6.9,stock
SH000767,S02,S02-E10,2025-04-20,6.9,stock
SH000125,S01,S01-E04,2025-04-12,5.6,stock
SH000206,S01,S01-E06,2025-04-09,7.0,stock
SH000325,S01,S01-E09,2025-04-15,4.8,manager
SH000720,S02,S02-E09,2025-04-07,8.5,cashier
SH000377,S01,S01-E10,2025-05-17,7.3,stock
SH000356,S01,S01-E10,2025-04-16,9.3,stock
SH000087,S01,S01-E03,2025-04-15,7.5,stock
SH001173,S03,S03-E10,2025-04-10,6.8,cashier
SH000559,S02,S02-E05,2025-04-15,7.0,cashier
SH000058,S01,S01-E02,2025-04-28,6.9,cashier
SH001876,S05,S05-E08,2025-05-29,4.9,stock
SH001085,S03,S03-E07,2025-05-17,7.1,cashier
SH000676,S02,S02-E07,2025-06-01,6.5,cashier
SH001073,S03,S03-E07,2025-05-04,5.7,cashier
SH001315,S04,S04-E03,2025-05-22,6.9,manager
SH000010,S01,S01-E01,2025-04-23,6.2,stock
SH001250,S04,S04-E02,2025-04-07,8.0,manager
SH001820,S05,S05-E07,2025-05-07,6.5,stock
SH001652,S05,S05-E03,2025-04-28,6.6,cashier
SH000556,S02,S02-E05,2025-04-10,6.8,cashier
SH000159,S01,S01-E04,2025-05-29,7.7,stock
SH001503,S04,S04-E09,2025-04-29,7.8,cashier
SH001412,S04,S04-E06,2025-05-21,7.5,stock
SH001080,S03,S03-E07,2025-05-11,6.5,cashier
SH000985,S03,S03-E05,2025-04-30,6.0,stock
SH000575,S02,S02-E05,2025-05-08,8.3,cashier
SH000731,S02,S02-E09,2025-04-24,7.5,cashier
SH001108,S03,S03-E08,2025-04-20,7.3,cashier
SH001105,S03,S03-E08,2025-04-15,7.9,cashier
SH001349,S04,S04-E04,2025-05-22,7.3,stock
SH001494,S04,S04-E09,2025-04-16,6.6,cashier
SH000744,S02,S02-E09,2025-05-10,5.3,cashier
SH001178,S03,S03-E10,2025-04-20,9.8,cashier
SH001493,S04,S04-E09,2025-04-14,7.4,cashier
SH000942,S03,S03-E04,2025-04-25,7.5,manager
SH001705,S05,S05-E04,2025-05-15,8.3,cashier
SH001783,S05,S05-E06,2025-05-12,8.0,manager
SH001729,S05,S05-E05,2025-04-17,5.8,cashier
SH000898,S03,S03-E03,2025-04-29,8.1,stock
SH001762,S05,S05-E06,2025-04-13,7.4,manager
SH000630,S02,S02-E06,2025-05-28,7.0,stock
SH000536,S02,S02-E04,2025-05-02,7.7,cashier
SH001914,S05,S05-E10,2025-04-07,7.5,stock
SH001516,S04,S04-E09,2025-05-23,8.1,cashier
SH000407,S02,S02-E01,2025-05-05,8.4,manager
SH001685,S05,S05-E04,2025-04-19,7.5,cashier
SH000569,S02,S02-E05,2025-04-29,6.6,cashier
SH001750,S05,S05-E05,2025-05-20,7.9,cashier
SH000527,S02,S02-E04,2025-04-21,5.2,cashier
SH000583,S02,S02-E05,2025-05-18,8.1,cashier
SH001066,S03,S03-E07,2025-04-25,8.3,cashier
SH001756,S05,S05-E05,2025-05-27,6.3,cashier
SH001048,S03,S03-E06,2025-05-27,6.9,stock
SH000679,S02,S02-E08,2025-04-09,6.7,stock
SH000685,S02,S02-E08,2025-04-15,6.5,stock
SH000821,S03,S03-E01,2025-05-11,7.1,manager
SH000873,S03,S03-E02,2025-05-25,5.4,stock
SH001351,S04,S04-E04,2025-05-25,7.6,stock
SH001057,S03,S03-E07,2025-04-14,8.9,cashier
SH000812,S03,S03-E01,2025-04-30,8.1,manager
SH001389,S04,S04-E06,2025-04-08,7.8,stock
SH000246,S01,S01-E07,2025-04-09,6.6,stock
SH001621,S05,S05-E02,2025-05-04,5.8,manager
SH001575,S05,S05-E01,2025-04-25,6.3,cashier
SH001219,S04,S04-E01,2025-04-17,7.7,cashier
SH000544,S02,S02-E04,2025-05-16,7.7,cashier
SH001089,S03,S03-E07,2025-05-21,7.5,cashier
SH001789,S05,S05-E06,2025-05-20,6.5,manager
SH001384,S04,S04-E05,2025-05-23,5.6,stock
SH000770,S02,S02-E10,2025-04-24,7.3,stock
SH001355,S04,S04-E04,2025-05-31,3.9,stock
SH001471,S04,S04-E08,2025-05-02,8.3,stock
SH000568,S02,S02-E05,2025-04-28,7.6,cashier
SH000538,S02,S02-E04,2025-05-04,6.6,cashier
SH001881,S05,S05-E09,2025-04-11,6.9,cashier
SH001600,S05,S05-E01,2025-05-27,7.3,cashier
SH000795,S03,S03-E01,2025-04-09,5.7,manager
SH000555,S02,S02-E05,2025-04-09,5.9,cashier
SH000147,S01,S01-E04,2025-05-15,3.3,stock
SH000992,S03,S03-E05,2025-05-07,7.5,stock
SH000783,S02,S02-E10,2025-05-16,8.3,stock
SH001030,S03,S03-E06,2025-05-03,7.9,stock
SH000642,S02,S02-E07,2025-04-17,7.4,cashier
SH001487,S04,S04-E08,2025-05-31,9.4,stock
SH000941,S03,S03-E04,2025-04-23,7.2,manager
SH000599,S02,S02-E06,2025-04-13,6.2,stock
SH001120,S03,S03-E08,2025-05-08,5.5,cashier
SH001042,S03,S03-E06,2025-05-19,7.5,stock
SH001061,S03,S03-E07,2025-04-19,6.0,cashier
SH000131,S01,S01-E04,2025-04-21,7.8,stock
SH001426,S04,S04-E07,2025-04-14,8.4,stock
SH000651,S02,S02-E07,2025-04-30,6.5,cashier
SH000733,S02,S02-E09,2025-04-26,6.1,cashier
SH000144,S01,S01-E04,2025-05-12,7.9,stock
SH001582,S05,S05-E01,2025-05-04,6.8,cashier
SH000129,S01,S01-E04,2025-04-18,7.2,stock
SH001128,S03,S03-E08,2025-05-19,6.1,cashier
SH000600,S02,S02-E06,2025-04-14,6.4,stock
SH000496,S02,S02-E03,2025-05-09,7.7,cashier
SH000608,S02,S02-E06,2025-04-27,8.2,stock
SH001653,S05,S05-E03,2025-04-29,5.2,cashier
SH001724,S05,S05-E05,2025-04-12,7.3,cashier
SH000553,S02,S02-E04,2025-05-31,7.7,cashier
SH001407,S04,S04-E06,2025-05-05,8.5,stock
SH001003,S03,S03-E05,2025-05-22,6.8,stock
SH000304,S01,S01-E08,2025-05-04,5.6,manager
SH000517,S02,S02-E04,2025-04-08,6.3,cashier
SH001675,S05,S05-E04,2025-04-08,7.7,cashier
SH001906,S05,S05-E09,2025-05-14,6.1,cashier
SH000854,S03,S03-E02,2025-04-29,8.4,stock
SH001623,S05,S05-E02,2025-05-08,6.5,manager
SH001887,S05,S05-E09,2025-04-20,7.4,cashier
SH001597,S05,S05-E01,2025-05-23,6.7,cashier
SH001482,S04,S04-E08,2025-05-25,7.3,stock
SH000435,S02,S02-E02,2025-04-14,5.6,manager
SH001007,S03,S03-E05,2025-05-29,8.4,stock
SH000962,S03,S03-E04,2025-05-22,6.7,manager
SH000944,S03,S03-E04,2025-04-27,7.1,manager
SH001747,S05,S05-E05,2025-05-16,8.6,cashier
SH000355,S01,S01-E10,2025-04-11,7.7,stock
SH000214,S01,S01-E06,2025-04-22,5.9,stock
SH000213,S01,S01-E06,2025-04-21,6.7,stock
SH001053,S03,S03-E07,2025-04-07,5.9,cashier
SH001206,S03,S03-E10,2025-05-25,7.1,cashier
SH001049,S03,S03-E06,2025-05-28,9.3,stock
SH000399,S02,S02-E01,2025-04-22,5.9,manager
SH001844,S05,S05-E08,2025-04-13,7.1,stock
SH000065,S01,S01-E02,2025-05-09,6.7,cashier
SH001821,S05,S05-E07,2025-05-08,6.6,stock
SH000350,S01,S01-E09,2025-05-24,5.8,manager
SH001924,S05,S05-E10,2025-04-20,6.3,stock
SH000039,S01,S01-E01,2025-05-29,6.8,stock
SH001468,S04,S04-E08,2025-04-29,6.8,stock
SH000535,S02,S02-E04,2025-05-01,7.1,cashier
SH001031,S03,S03-E06,2025-05-05,7.4,stock
SH000402,S02,S02-E01,2025-04-27,7.1,manager
SH000425,S02,S02-E01,2025-05-25,6.4,manager
SH000973,S03,S03-E05,2025-04-15,7.0,stock
SH001721,S05,S05-E05,2025-04-09,8.3,cashier
SH000714,S02,S02-E08,2025-05-27,7.0,stock
SH001440,S04,S04-E07,2025-05-08,6.9,stock
SH000185,S01,S01-E05,2025-05-05,7.5,cashier
SH000226,S01,S01-E06,2025-05-08,7.3,stock
SH000204,S01,S01-E06,2025-04-07,8.0,stock
SH000176,S01,S01-E05,2025-04-26,7.9,cashier
SH001200,S03,S03-E10,2025-05-15,7.5,cashier
SH000936,S03,S03-E04,2025-04-18,6.8,manager
SH000978,S03,S03-E05,2025-04-20,7.0,stock
SH001802,S05,S05-E07,2025-04-10,7.9,stock
SH000533,S02,S02-E04,2025-04-29,8.1,cashier
SH000124,S01,S01-E04,2025-04-11,5.4,stock
SH000988,S03,S03-E05,2025-05-03,6.8,stock
SH000990,S03,S03-E05,2025-05-05,6.8,stock
SH001743,S05,S05-E05,2025-05-08,6.5,cashier
SH001680,S05,S05-E04,2025-04-14,7.2,cashier
SH000395,S02,S02-E01,2025-04-16,5.8,manager
SH001490,S04,S04-E09,2025-04-10,8.8,cashier
SH000423,S02,S02-E01,2025-05-23,7.4,manager
SH000142,S01,S01-E04,2025-05-10,8.8,stock
SH001313,S04,S04-E03,2025-05-11,7.5,manager
SH000528,S02,S02-E04,2025-04-22,6.1,cashier
SH001839,S05,S05-E07,2025-06-01,6.4,stock
SH001900,S05,S05-E09,2025-05-08,5.6,cashier
SH001833,S05,S05-E07,2025-05-26,6.8,stock
SH001253,S04,S04-E02,2025-04-10,3.4,manager
SH001654,S05,S05-E03,2025-04-30,6.3,cashier
SH001778,S05,S05-E06,2025-05-05,6.4,manager
SH001350,S04,S04-E04,2025-05-23,6.1,stock
SH000273,S01,S01-E07,2025-05-19,6.2,stock
SH001215,S04,S04-E01,2025-04-12,9.6,cashier
SH001097,S03,S03-E07,2025-06-01,7.0,cashier
SH001196,S03,S03-E10,2025-05-11,8.6,cashier
SH000701,S02,S02-E08,2025-05-14,7.3,stock
SH001682,S05,S05-E04,2025-04-16,6.6,cashier
SH000945,S03,S03-E04,2025-04-28,6.9,manager
SH000333,S01,S01-E09,2025-04-24,8.3,manager
SH001556,S04,S04-E10,2025-05-26,8.7,stock
SH001307,S04,S04-E03,2025-05-03,6.6,manager
SH000628,S02,S02-E06,2025-05-25,6.4,stock
SH001683,S05,S05-E04,2025-04-17,7.7,cashier
SH000329,S01,S01-E09,2025-04-20,6.4,manager
SH001121,S03,S03-E08,2025-05-09,7.9,cashier
SH000060,S01,S01-E02,2025-05-01,4.1,cashier
SH001748,S05,S05-E05,2025-05-18,8.8,cashier
SH001234,S04,S04-E01,2025-05-05,7.1,cashier
SH000695,S02,S02-E08,2025-05-06,7.3,stock
SH000877,S03,S03-E02,2025-05-29,8.2,stock
SH000301,S01,S01-E08,2025-04-30,8.0,manager
SH000501,S02,S02-E03,2025-05-14,8.1,cashier
SH000175,S01,S01-E05,2025-04-25,6.5,cashier
SH001898,S05,S05-E09,2025-05-05,9.6,cashier
SH000617,S02,S02-E06,2025-05-11,6.2,stock
SH001813,S05,S05-E07,2025-04-26,6.1,stock
SH001287,S04,S04-E02,2025-06-01,5.9,manager
SH001723,S05,S05-E05,2025-04-11,7.2,cashier
SH001799,S05,S05-E07,2025-04-07,6.5,stock
SH000386,S01,S01-E10,2025-05-30,5.6,stock
SH001961,S03,S03-TEMP04,2025-05-10,6.3,temp
SH000534,S02,S02-E04,2025-04-30,9.2,cashier
SH000871,S03,S03-E02,2025-05-23,8.2,stock
SH000103,S01,S01-E03,2025-05-10,7.5,stock
SH000521,S02,S02-E04,2025-04-13,7.8,cashier
SH000959,S03,S03-E04,2025-05-18,7.2,manager
SH001074,S03,S03-E07,2025-05-05,7.9,cashier
SH001631,S05,S05-E02,2025-05-24,7.8,manager
SH001326,S04,S04-E04,2025-04-09,7.4,stock
SH000123,S01,S01-E04,2025-04-10,8.6,stock
SH001767,S05,S05-E06,2025-04-20,8.0,manager
SH000090,S01,S01-E03,2025-04-19,7.1,stock
SH000760,S02,S02-E10,2025-04-07,8.6,stock
SH001039,S03,S03-E06,2025-05-15,7.4,stock
SH001640,S05,S05-E03,2025-04-08,6.7,cashier
SH001745,S05,S05-E05,2025-05-13,8.1,cashier
SH001979,S09,S09-E01,2025-05-11,6.3,cashier
SH001026,S03,S03-E06,2025-04-28,6.0,stock
SH000032,S01,S01-E01,2025-05-19,6.8,stock
SH000480,S02,S02-E03,2025-04-21,7.3,cashier
SH000885,S03,S03-E03,2025-04-12,6.9,stock
SH001257,S04,S04-E02,2025-04-16,7.9,manager
SH001967,S09,S09-E01,2025-04-19,5.5,cashier
SH000891,S03,S03-E03,2025-04-21,5.1,stock
SH001614,S05,S05-E02,2025-04-25,6.7,manager
SH001868,S05,S05-E08,2025-05-18,6.7,stock
SH001278,S04,S04-E02,2025-05-22,7.4,manager
SH000601,S02,S02-E06,2025-04-16,5.0,stock
SH000133,S01,S01-E04,2025-04-23,7.3,stock
SH000452,S02,S02-E02,2025-05-09,7.0,manager
SH000561,S02,S02-E05,2025-04-17,8.1,cashier
SH000624,S02,S02-E06,2025-05-20,5.7,stock
SH001741,S05,S05-E05,2025-05-06,7.0,cashier
SH000048,S01,S01-E02,2025-04-13,8.1,cashier
SH001500,S04,S04-E09,2025-04-22,7.0,cashier
SH001386,S04,S04-E05,2025-05-28,7.6,stock
SH000105,S01,S01-E03,2025-05-12,6.4,stock
SH001593,S05,S05-E01,2025-05-18,5.7,cashier
SH001514,S04,S04-E09,2025-05-21,6.1,cashier
SH001437,S04,S04-E07,2025-05-01,6.9,stock
SH000882,S03,S03-E03,2025-04-08,6.8,stock
SH000203,S01,S01-E05,2025-06-01,7.3,cashier
SH001472,S04,S04-E08,2025-05-03,7.2,stock
SH000503,S02,S02-E03,2025-05-16,8.3,cashier
SH000281,S01,S01-E07,2025-05-30,8.4,stock
SH001949,S05,S05-E10,2025-05-23,7.3,stock
SH001515,S04,S04-E09,2025-05-22,7.0,cashier
SH000458,S02,S02-E02,2025-05-15,5.3,manager
SH001275,S04,S04-E02,2025-05-19,7.2,manager
SH000467,S02,S02-E02,2025-05-27,6.7,manager
SH001475,S04,S04-E08,2025-05-08,6.5,stock
SH000497,S02,S02-E03,2025-05-10,8.5,cashier
SH001203,S03,S03-E10,2025-05-21,5.5,cashier
SH000138,S01,S01-E04,2025-04-29,7.4,stock
SH000410,S02,S02-E01,2025-05-08,6.6,manager
SH001822,S05,S05-E07,2025-05-10,5.5,stock
SH001445,S04,S04-E07,2025-05-21,6.7,stock
SH000529,S02,S02-E04,2025-04-25,9.4,cashier
SH001818,S05,S05-E07,2025-05-03,8.3,stock
SH000516,S02,S02-E04,2025-04-07,5.9,cashier
SH001452,S04,S04-E07,2025-05-28,6.7,stock
SH001364,S04,S04-E05,2025-04-17,5.6,stock
SH001529,S04,S04-E10,2025-04-17,6.5,stock
SH000702,S02,S02-E08,2025-05-15,6.2,stock
SH000494,S02,S02-E03,2025-05-07,5.4,cashier
SH001116,S03,S03-E08,2025-05-02,6.3,cashier
SH000773,S02,S02-E10,2025-05-03,7.5,stock
SH001907,S05,S05-E09,2025-05-15,8.5,cashier
SH001004,S03,S03-E05,2025-05-24,6.6,stock
SH000957,S03,S03-E04,2025-05-15,7.2,manager
SH001874,S05,S05-E08,2025-05-27,8.5,stock
SH000433,S02,S02-E02,2025-04-11,7.5,manager
SH000789,S02,S02-E10,2025-05-22,7.8,stock
SH001828,S05,S05-E07,2025-05-20,7.8,stock
SH000370,S01,S01-E10,2025-05-05,8.5,stock
SH000051,S01,S01-E02,2025-04-17,7.0,cashier
SH001082,S03,S03-E07,2025-05-13,9.3,cashier
SH001732,S05,S05-E05,2025-04-20,6.4,cashier
SH000994,S03,S03-E05,2025-05-09,7.0,stock
SH001815,S05,S05-E07,2025-04-28,9.2,stock
SH001189,S03,S03-E10,2025-05-02,7.3,cashier
SH000240,S01,S01-E06,2025-05-29,8.2,stock
SH000378,S01,S01-E10,2025-05-18,8.4,stock
SH001334,S04,S04-E04,2025-04-23,7.9,stock
SH001435,S04,S04-E07,2025-04-29,8.4,stock
SH001596,S05,S05-E01,2025-05-22,8.3,cashier
SH001480,S04,S04-E08,2025-05-21,6.8,stock
SH001051,S03,S03-E06,2025-05-31,7.2,stock
SH001681,S05,S05-E04,2025-04-15,8.2,cashier
SH001474,S04,S04-E08,2025-05-07,8.9,stock
SH001562,S05,S05-E01,2025-04-07,7.0,cashier
SH001340,S04,S04-E04,2025-04-30,6.7,stock
SH001414,S04,S04-E06,2025-05-24,6.5,stock
SH001840,S05,S05-E08,2025-04-07,7.7,stock
SH000654,S02,S02-E07,2025-05-04,4.8,cashier
SH000934,S03,S03-E04,2025-04-16,7.9,manager
SH001353,S04,S04-E04,2025-05-28,6.4,stock
SH000316,S01,S01-E08,2025-05-25,6.9,manager
SH001693,S05,S05-E04,2025-04-28,4.2,cashier
SH001106,S03,S03-E08,2025-04-18,5.9,cashier
SH001155,S03,S03-E09,2025-05-11,7.8,cashier
SH001892,S05,S05-E09,2025-04-26,7.7,cashier
SH000245,S01,S01-E07,2025-04-08,5.5,stock
SH001834,S05,S05-E07,2025-05-27,8.0,stock
SH001198,S03,S03-E10,2025-05-13,7.3,cashier
SH001242,S04,S04-E01,2025-05-24,8.6,cashier
SH001456,S04,S04-E08,2025-04-08,8.0,stock
SH000598,S02,S02-E06,2025-04-12,6.5,stock
SH001281,S04,S04-E02,2025-05-25,5.2,manager
SH001798,S05,S05-E06,2025-06-01,8.1,manager
SH001684,S05,S05-E04,2025-04-18,7.5,cashier
SH000735,S02,S02-E09,2025-04-29,8.2,cashier
SH000933,S03,S03-E04,2025-04-15,6.7,manager
SH000191,S01,S01-E05,2025-05-14,6.1,cashier
SH001854,S05,S05-E08,2025-04-27,7.7,stock
SH000279,S01,S01-E07,2025-05-28,6.2,stock
SH000366,S01,S01-E10,2025-04-30,6.3,stock
SH001531,S04,S04-E10,2025-04-19,5.1,stock
SH001817,S05,S05-E07,2025-05-01,6.4,stock
SH001163,S03,S03-E09,2025-05-23,7.5,cashier
SH000504,S02,S02-E03,2025-05-17,8.3,cashier
SH001905,S05,S05-E09,2025-05-13,6.1,cashier
SH000468,S02,S02-E02,2025-05-29,8.2,manager
SH000167,S01,S01-E05,2025-04-15,7.2,cashier
SH000855,S03,S03-E02,2025-04-30,6.4,stock
SH001488,S04,S04-E09,2025-04-08,7.7,cashier
SH000500,S02,S02-E03,2025-05-13,6.8,cashier
SH001268,S04,S04-E02,2025-05-02,7.9,manager
SH001930,S05,S05-E10,2025-04-27,6.9,stock
SH000263,S01,S01-E07,2025-05-06,6.9,stock
SH001660,S05,S05-E03,2025-05-07,8.3,cashier
SH001019,S03,S03-E06,2025-04-19,6.7,stock
SH001954,S05,S05-E10,2025-05-29,7.3,stock
SH000328,S01,S01-E09,2025-04-19,6.3,manager
SH000430,S02,S02-E01,2025-06-01,8.5,manager
SH000626,S02,S02-E06,2025-05-22,7.6,stock
SH001280,S04,S04-E02,2025-05-24,8.4,manager
SH000537,S02,S02-E04,2025-05-03,6.4,cashier
SH000306,S01,S01-E08,2025-05-07,7.5,manager
SH001238,S04,S04-E01,2025-05-19,8.4,cashier
SH000345,S01,S01-E09,2025-05-11,8.8,manager
SH001915,S05,S05-E10,2025-04-10,7.0,stock
SH001716,S05,S05-E04,2025-05-29,8.4,cashier
SH001145,S03,S03-E09,2025-04-21,6.6,cashier
SH000390,S02,S02-E01,2025-04-11,7.0,manager
SH001508,S04,S04-E09,2025-05-06,6.2,cashier
SH000488,S02,S02-E03,2025-05-01,7.8,cashier
SH000374,S01,S01-E10,2025-05-09,6.4,stock
SH000693,S02,S02-E08,2025-04-29,6.8,stock
SH000803,S03,S03-E01,2025-04-19,5.3,manager
SH001559,S04,S04-E10,2025-05-29,4.9,stock
SH001339,S04,S04-E04,2025-04-29,8.0,stock
SH000845,S03,S03-E02,2025-04-16,7.9,stock
SH001321,S04,S04-E03,2025-05-28,6.9,manager
SH000012,S01,S01-E01,2025-04-25,6.6,stock
SH000413,S02,S02-E01,2025-05-11,5.6,manager
SH001305,S04,S04-E03,2025-04-28,6.2,manager
SH000659,S02,S02-E07,2025-05-12,7.0,cashier
SH000002,S01,S01-E01,2025-04-09,7.2,stock
SH000076,S01,S01-E02,2025-05-25,6.4,cashier
SH001014,S03,S03-E06,2025-04-11,5.7,stock
SH001495,S04,S04-E09,2025-04-17,7.1,cashier
SH001164,S03,S03-E09,2025-05-24,8.7,cashier
SH001428,S04,S04-E07,2025-04-18,5.8,stock
SH000150,S01,S01-E04,2025-05-18,5.1,stock
SH000916,S03,S03-E03,2025-05-21,5.9,stock
SH001185,S03,S03-E10,2025-04-28,7.4,cashier
SH000771,S02,S02-E10,2025-04-28,7.5,stock
SH001845,S05,S05-E08,2025-04-14,7.0,stock
SH000844,S03,S03-E02,2025-04-15,6.6,stock
SH001866,S05,S05-E08,2025-05-14,8.1,stock
SH001611,S05,S05-E02,2025-04-18,8.4,manager
SH000230,S01,S01-E06,2025-05-14,6.5,stock
SH001463,S04,S04-E08,2025-04-20,7.3,stock
